age,gender,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,uso_no_gaming,stress_level,gaming_cat,grades,grades_original,flag_grades_gt100,flag_ajustado
18,Female,2.79,3.7,8.95,76.73,0.55,7.68,4.89,Medium,Bajo,79.39,79.39079414971832,False,True
19,Female,2.33,7.78,8.79,84.78,1.3,5.72,3.39,Medium,Bajo,100.0,100.0,False,False
18,Male,4.81,1.67,8.0,91.85,3.86,8.94,4.13,Medium,Medio,40.58,40.58,False,False
23,Male,6.2,5.71,6.67,85.13,1.66,9.07,2.87,Low,Alto,67.14,67.14379814119357,False,True
18,Male,3.64,2.1,7.37,63.82,3.45,5.64,2.0,Medium,Medio,41.27,41.27,False,False
22,Female,5.04,3.64,7.64,81.71,3.87,10.07,5.03,Low,Medio,47.52,47.52,False,False
22,Female,5.73,3.33,4.04,95.38,4.08,8.44,2.71,Low,Alto,34.66,34.66,False,False
22,Male,7.68,8.55,4.51,94.72,4.37,13.01,5.33,High,Alto,61.45,61.44770483893949,False,True
22,Male,1.32,2.74,6.99,83.4,2.99,7.15,5.83,Medium,Bajo,72.3,72.3,False,False
17,Female,7.98,8.28,4.03,99.83,1.4,13.13,5.15,High,Alto,63.92,63.916214223833,False,True
18,Female,3.14,8.15,8.54,64.2,0.75,4.78,1.64,Medium,Medio,91.54,91.54,False,False
24,Female,5.79,5.49,6.45,79.14,2.52,11.07,5.28,Low,Alto,58.34,58.34345495362609,False,True
18,Female,4.58,3.1,5.29,91.0,0.52,8.18,3.6,Medium,Medio,53.5,53.5,False,False
17,Female,3.89,3.04,5.97,65.64,4.55,6.1,2.21,Medium,Medio,46.79,46.79,False,False
24,Male,5.58,5.18,8.25,98.91,2.21,7.05,1.47,Low,Alto,72.04,72.04,False,False
24,Male,3.17,1.08,8.64,74.16,4.36,5.56,2.39,Medium,Medio,47.95,47.94715764476586,False,True
19,Male,1.01,5.78,4.58,74.01,3.55,2.7,1.69,Medium,Bajo,80.85,80.85,False,False
24,Female,3.91,9.58,7.89,68.53,4.29,5.04,1.13,Medium,Medio,91.27,91.27,False,False
18,Male,4.18,2.39,6.89,71.52,4.42,10.12,5.94,Medium,Medio,50.06,50.06,False,False
22,Female,1.62,6.16,6.93,83.1,0.27,6.78,5.16,Medium,Bajo,99.42,99.42,False,False
22,Male,6.87,8.87,7.26,77.17,3.63,12.17,5.3,Low,Alto,79.01,79.00931891070408,False,True
23,Male,1.82,8.74,5.11,67.74,1.13,3.79,1.97,High,Bajo,100.0,102.77730062714996,True,True
19,Female,3.27,8.65,6.66,92.37,4.95,4.41,1.14,Medium,Medio,91.43,91.43,False,False
18,Male,1.24,8.4,5.6,62.49,3.89,4.67,3.43,High,Bajo,84.43,84.43,False,False
18,Male,4.29,3.78,4.47,93.39,0.02,9.0,4.71,Medium,Medio,55.44,55.44,False,False
20,Female,2.46,9.02,4.53,71.0,4.64,8.27,5.81,High,Bajo,94.92,94.92,False,False
16,Male,3.91,9.47,4.68,79.84,1.46,9.13,5.22,High,Medio,94.58,94.58,False,False
18,Female,1.8,5.46,7.07,75.24,2.08,7.27,5.47,Medium,Bajo,85.29,85.29,False,False
21,Female,0.43,4.19,4.53,82.82,3.06,2.62,2.19,Medium,Bajo,60.32,60.32,False,False
18,Female,6.23,4.73,6.85,91.84,4.58,8.01,1.78,Low,Alto,51.2,51.2,False,False
20,Female,5.13,4.01,6.94,99.57,4.64,7.37,2.24,Low,Medio,57.91,57.91,False,False
24,Male,2.73,2.91,8.52,72.24,2.82,4.42,1.69,Medium,Bajo,76.19,76.18735124858897,False,True
17,Female,0.38,6.57,7.13,82.15,1.58,5.37,4.99,Medium,Bajo,91.99,91.99,False,False
17,Male,6.92,6.06,8.93,78.64,1.4,12.44,5.52,Low,Alto,48.89,48.89,False,False
21,Male,1.36,5.16,4.15,99.96,1.82,3.9,2.54,Medium,Bajo,82.53,82.53,False,False
21,Male,7.45,1.86,7.52,92.36,0.9,12.83,5.38,Low,Alto,28.64,28.64,False,False
23,Male,3.83,8.17,4.13,75.88,3.35,5.11,1.28,High,Medio,77.83,77.83,False,False
17,Female,2.72,2.57,7.65,79.08,2.64,7.11,4.39,Medium,Bajo,62.01,62.01,False,False
24,Male,5.93,2.03,5.93,69.84,3.87,9.57,3.64,Low,Alto,31.42,31.42,False,False
17,Female,7.01,6.61,7.06,90.21,0.47,9.39,2.38,Low,Alto,57.92,57.92,False,False
16,Male,2.97,4.59,5.55,93.81,2.0,7.81,4.84,Medium,Medio,69.06,69.06,False,False
17,Male,3.26,1.54,4.8,98.6,1.2,5.32,2.06,Medium,Medio,41.64,41.64,False,False
22,Other,3.47,4.2,7.62,82.63,2.68,6.55,3.08,Medium,Medio,79.24,79.24425524071489,False,True
23,Male,7.12,7.67,8.21,86.83,2.34,11.93,4.81,Low,Alto,88.49,88.48921966535318,False,True
20,Female,5.54,6.54,4.92,77.84,2.25,8.23,2.69,Low,Alto,58.64,58.64,False,False
21,Male,1.98,4.27,8.6,84.37,1.58,7.26,5.28,Medium,Bajo,78.85,78.85,False,False
16,Male,1.48,2.73,4.7,73.95,3.63,6.81,5.33,Medium,Bajo,65.76,65.76,False,False
21,Female,1.84,6.69,7.68,89.51,2.41,3.85,2.01,Medium,Bajo,98.96,98.96,False,False
23,Female,2.11,8.99,8.8,60.91,1.01,5.31,3.2,Medium,Bajo,100.0,100.0,False,False
18,Male,1.84,6.82,4.74,61.14,2.74,5.0,3.16,Medium,Bajo,78.25,78.25,False,False
16,Male,5.27,8.32,6.18,88.64,2.98,8.32,3.05,Low,Medio,93.66,93.65759477444034,False,True
19,Male,0.93,5.69,5.69,97.23,0.11,4.44,3.51,Medium,Bajo,73.05,73.05,False,False
16,Female,3.1,7.46,5.94,85.29,1.02,4.47,1.37,High,Medio,82.65,82.65,False,False
23,Female,5.0,9.07,7.77,89.06,1.21,10.35,5.35,Medium,Medio,85.89,85.89,False,False
20,Female,2.33,7.96,7.31,92.96,1.24,4.78,2.45,Medium,Bajo,95.98,95.98,False,False
16,Male,0.52,9.19,8.84,74.47,1.19,1.53,1.01,Medium,Bajo,100.0,108.37946230226964,True,True
23,Female,0.65,4.88,4.93,64.32,1.36,5.08,4.43,Medium,Bajo,59.25,59.25,False,False
24,Female,1.01,9.14,6.72,97.32,1.31,5.26,4.25,Medium,Bajo,100.0,100.0,False,False
17,Female,6.69,6.59,6.25,97.54,4.42,12.61,5.92,Low,Alto,61.5,61.5,False,False
24,Female,5.26,8.83,8.59,77.67,1.6,9.86,4.6,Low,Medio,98.34,98.3353160464176,False,True
23,Female,0.52,1.35,4.05,68.69,1.75,3.18,2.66,Medium,Bajo,33.79,33.79,False,False
22,Male,3.13,6.92,8.95,95.69,1.33,8.89,5.76,Medium,Medio,100.0,104.4918281826023,True,True
18,Female,2.23,8.63,6.4,88.34,4.84,5.06,2.83,Medium,Bajo,98.49,98.49,False,False
17,Female,4.62,2.57,7.13,60.33,2.68,9.73,5.11,Medium,Medio,41.91,41.91,False,False
22,Male,4.18,6.96,5.8,64.31,3.05,6.86,2.68,Medium,Medio,74.38,74.38,False,False
20,Male,3.85,8.42,8.26,99.33,3.68,5.09,1.24,Medium,Medio,87.71,87.71,False,False
21,Female,2.52,3.59,6.81,61.53,1.67,7.19,4.67,Medium,Bajo,59.86,59.86,False,False
19,Male,1.1,4.65,7.31,71.3,4.84,3.85,2.75,Medium,Bajo,86.33,86.33,False,False
17,Female,5.94,6.13,7.24,81.94,0.76,8.63,2.69,Low,Alto,53.24,53.24,False,False
24,Male,7.04,5.67,5.82,67.37,2.29,11.62,4.58,Low,Alto,43.12,43.12,False,False
18,Male,7.55,1.35,4.38,69.28,0.73,10.16,2.61,Low,Alto,6.54,6.54,False,False
22,Male,0.47,1.89,8.04,74.12,3.95,2.06,1.59,Medium,Bajo,54.44,54.44,False,False
23,Male,5.92,1.9,5.45,70.78,0.54,8.94,3.02,Low,Alto,31.11,31.11,False,False
17,Male,5.81,3.36,8.24,92.13,2.77,10.93,5.12,Low,Alto,48.29,48.29,False,False
21,Female,7.58,3.21,7.04,80.01,0.52,9.23,1.65,Low,Alto,37.58,37.58,False,False
23,Female,2.02,7.68,5.77,71.14,2.26,5.79,3.77,High,Bajo,87.63,87.63,False,False
22,Other,5.94,6.15,6.97,72.52,1.4,7.6,1.66,Low,Alto,59.08,59.08,False,False
18,Male,0.44,7.88,7.23,61.59,4.52,1.69,1.25,Medium,Bajo,99.16,99.16,False,False
16,Female,5.05,1.63,7.53,61.98,0.27,7.94,2.89,Low,Medio,40.27,40.27,False,False
21,Female,2.81,5.37,8.11,88.72,3.25,7.1,4.29,Medium,Medio,80.33,80.32663790149942,False,True
23,Female,6.15,3.91,4.8,64.52,3.48,8.52,2.37,Low,Alto,22.99,22.99,False,False
21,Female,6.55,8.19,8.26,79.03,4.44,10.14,3.59,Low,Alto,80.21,80.20762224439702,False,True
20,Male,2.92,7.37,6.05,93.69,4.39,6.38,3.46,Medium,Medio,90.5,90.50126330589684,False,True
23,Male,4.2,8.82,8.3,74.74,4.89,9.41,5.21,Medium,Medio,99.63,99.63,False,False
17,Male,0.94,1.42,5.1,73.83,1.27,6.03,5.09,Medium,Bajo,44.29,44.29,False,False
16,Male,3.34,7.49,4.15,94.92,1.37,4.35,1.01,High,Medio,78.27,78.27,False,False
16,Female,2.89,5.86,6.87,94.59,1.99,5.96,3.07,Medium,Medio,84.11,84.11,False,False
19,Male,1.46,8.43,5.62,95.21,2.69,5.74,4.28,High,Bajo,100.0,100.0,False,False
21,Female,7.16,5.56,8.92,82.88,1.84,12.42,5.26,Low,Alto,61.33,61.33,False,False
24,Female,1.18,5.86,4.52,98.09,3.7,2.42,1.24,Medium,Bajo,81.8,81.8,False,False
16,Other,5.09,1.47,4.24,92.76,0.04,9.23,4.14,Low,Medio,33.26,33.26,False,False
16,Female,7.12,7.02,4.23,76.63,0.09,12.33,5.21,High,Alto,59.31,59.31440639535815,False,True
20,Male,7.3,3.46,5.08,85.18,3.58,9.58,2.28,Low,Alto,30.3,30.3,False,False
20,Female,6.35,1.18,6.9,64.87,4.42,8.38,2.03,Low,Alto,17.24,17.24,False,False
20,Male,1.41,1.6,6.53,82.05,3.88,4.75,3.34,Medium,Bajo,72.15,72.15,False,False
21,Female,6.54,9.62,5.75,70.53,0.59,12.35,5.81,High,Alto,68.13,68.13086689364418,False,True
23,Female,2.21,4.11,4.44,71.34,4.67,6.67,4.46,Medium,Bajo,60.65,60.65,False,False
18,Female,7.38,8.81,5.17,65.03,2.61,10.5,3.12,High,Alto,63.49,63.49329006441829,False,True
24,Male,5.67,9.64,4.92,74.33,3.71,6.77,1.1,High,Alto,84.48,84.48170553982192,False,True
16,Female,6.15,9.29,7.56,79.26,1.01,10.06,3.91,Low,Alto,91.04,91.04442135840722,False,True
19,Male,0.68,8.94,7.9,84.01,2.74,3.42,2.74,Medium,Bajo,100.0,100.0,False,False
24,Male,4.66,9.05,7.89,72.19,1.65,6.59,1.93,Medium,Medio,75.02,75.02,False,False
23,Female,6.57,3.6,8.85,91.69,4.87,10.07,3.5,Low,Alto,55.25,55.25,False,False
24,Male,6.89,2.36,8.42,80.84,2.37,9.6,2.71,Low,Alto,33.12,33.12,False,False
16,Other,0.23,6.75,6.49,85.52,3.78,1.42,1.19,Medium,Bajo,100.0,100.63130950298569,True,True
24,Male,7.51,5.39,6.07,71.13,3.02,12.14,4.63,Low,Alto,45.8,45.8,False,False
18,Female,0.35,1.89,8.58,92.57,0.47,5.01,4.66,Medium,Bajo,76.14,76.14,False,False
24,Male,4.92,7.1,7.06,84.97,2.71,9.01,4.09,Medium,Medio,60.01,60.01,False,False
16,Female,5.55,6.07,5.47,94.49,2.7,10.75,5.2,Low,Alto,54.37,54.37,False,False
16,Female,0.86,8.77,6.82,66.4,3.58,2.88,2.02,Medium,Bajo,89.02,89.02,False,False
24,Female,0.38,6.48,8.96,75.23,1.61,2.81,2.43,Medium,Bajo,92.65,92.65,False,False
21,Male,6.28,6.17,8.25,64.52,4.3,9.57,3.29,Low,Alto,56.55,56.55,False,False
19,Female,3.08,4.97,5.41,68.62,3.11,4.38,1.3,Medium,Medio,74.01,74.01,False,False
22,Male,0.86,5.17,8.76,75.78,0.2,6.28,5.42,Medium,Bajo,92.23,92.23,False,False
20,Male,5.7,8.97,8.33,95.78,3.53,9.55,3.85,Low,Alto,99.04,99.03806812078618,False,True
22,Male,6.79,2.25,5.16,82.28,4.53,9.41,2.62,Low,Alto,25.66,25.66,False,False
23,Female,4.7,5.02,8.48,73.22,3.42,8.09,3.39,Medium,Medio,68.0,68.0,False,False
23,Male,1.29,6.9,8.42,89.88,1.9,3.92,2.63,Medium,Bajo,95.35,95.35,False,False
16,Female,0.12,4.9,4.2,60.79,2.95,2.55,2.43,Medium,Bajo,57.31,57.31,False,False
23,Female,5.61,3.55,7.35,74.8,0.86,8.85,3.24,Low,Alto,56.45,56.4509393274841,False,True
21,Male,4.4,3.59,5.53,84.03,3.01,7.81,3.41,Medium,Medio,50.43,50.43,False,False
19,Female,5.21,3.1,7.37,83.33,2.5,8.38,3.17,Low,Medio,50.81,50.81,False,False
23,Male,6.51,4.1,8.57,84.3,0.13,10.25,3.74,Low,Alto,58.98,58.98,False,False
18,Female,3.47,8.85,6.49,68.46,1.61,8.39,4.92,Medium,Medio,83.21,83.21,False,False
19,Male,1.0,5.55,6.07,73.48,0.96,2.29,1.29,Medium,Bajo,80.78,80.78,False,False
21,Female,7.52,3.16,8.61,97.26,1.95,12.58,5.06,Low,Alto,42.57,42.57,False,False
22,Male,4.36,4.46,8.87,98.96,1.21,6.5,2.14,Medium,Medio,65.21,65.21,False,False
19,Male,4.92,1.95,4.31,72.48,4.17,7.18,2.26,Medium,Medio,21.49,21.49,False,False
19,Male,6.81,8.34,7.85,85.78,3.49,11.47,4.66,Low,Alto,90.3,90.30439876364318,False,True
22,Male,7.45,4.67,4.41,69.65,3.7,13.33,5.88,Low,Alto,24.41,24.41,False,False
21,Male,4.58,9.82,5.69,74.74,1.8,5.67,1.09,High,Medio,87.38,87.37840085406971,False,True
23,Male,2.38,4.13,7.81,91.69,0.02,6.75,4.37,Medium,Bajo,84.08,84.08270126132501,False,True
16,Female,7.52,8.04,7.44,80.05,1.1,12.46,4.94,Low,Alto,60.72,60.716003368149046,False,True
22,Female,5.45,3.31,7.63,93.98,3.78,9.32,3.87,Low,Medio,58.6,58.604790172966176,False,True
22,Female,3.27,1.69,4.2,85.15,3.01,4.32,1.05,Medium,Medio,37.79,37.79,False,False
22,Female,4.48,1.29,4.66,85.16,2.69,8.51,4.03,Medium,Medio,34.8,34.8,False,False
22,Female,3.33,6.46,8.68,61.36,1.4,4.91,1.58,Medium,Medio,69.18,69.18,False,False
23,Female,7.11,3.8,4.41,89.99,0.38,8.5,1.39,Low,Alto,25.51,25.51,False,False
24,Female,3.86,4.99,4.39,99.11,3.92,8.34,4.48,Medium,Medio,59.76,59.76,False,False
24,Male,6.55,8.32,8.13,78.92,0.19,11.09,4.54,Low,Alto,76.41,76.4084076359083,False,True
17,Female,6.72,3.23,7.21,66.34,0.3,12.17,5.45,Low,Alto,38.54,38.54,False,False
22,Male,6.59,3.78,5.76,99.08,1.47,7.61,1.02,Low,Alto,37.67,37.67,False,False
22,Female,5.78,8.61,4.83,71.61,2.86,8.67,2.89,High,Alto,91.78,91.77598605730344,False,True
19,Female,6.84,5.43,8.42,76.37,4.96,7.9,1.06,Low,Alto,57.13,57.13,False,False
24,Male,3.1,8.45,8.94,63.09,0.45,5.92,2.82,Medium,Medio,92.04,92.04,False,False
23,Female,0.92,4.37,4.25,64.43,2.37,4.38,3.46,Medium,Bajo,63.81,63.81,False,False
16,Male,6.74,4.59,6.77,68.66,3.01,10.39,3.65,Low,Alto,43.85,43.85,False,False
17,Male,3.99,2.5,5.31,81.94,4.12,6.77,2.78,Medium,Medio,43.33,43.33,False,False
17,Male,1.02,9.25,8.16,82.31,3.45,5.65,4.63,Medium,Bajo,100.0,100.0,False,False
23,Female,0.92,9.07,5.73,84.25,4.04,4.0,3.08,High,Bajo,95.97,95.97,False,False
16,Female,1.27,9.86,7.57,83.35,2.61,4.86,3.59,Medium,Bajo,100.0,100.0,False,False
19,Female,6.01,4.62,6.7,79.81,2.17,11.01,5.0,Low,Alto,48.47,48.47,False,False
20,Male,5.69,8.37,6.71,92.08,3.09,7.56,1.87,Low,Alto,93.76,93.75809307913624,False,True
24,Female,1.63,4.73,8.29,97.36,4.5,4.23,2.6,Medium,Bajo,100.0,100.37788677795612,True,True
22,Female,6.78,5.09,6.35,70.79,2.75,10.39,3.61,Low,Alto,41.96,41.96,False,False
23,Male,2.25,8.47,8.23,65.21,3.03,7.09,4.84,Medium,Bajo,100.0,100.0,False,False
24,Female,6.34,2.6,5.82,77.0,1.69,9.47,3.13,Low,Alto,27.13,27.13,False,False
22,Male,3.91,2.98,4.87,61.06,2.98,5.27,1.36,Medium,Medio,36.27,36.27,False,False
20,Male,5.85,3.83,6.28,95.33,3.14,11.79,5.94,Low,Alto,47.96,47.96,False,False
20,Male,3.05,8.09,6.49,69.59,3.77,7.59,4.54,Medium,Medio,91.24,91.24,False,False
21,Female,2.78,4.35,6.39,81.97,2.86,7.39,4.61,Medium,Bajo,67.17,67.17,False,False
20,Male,6.73,4.22,8.04,64.6,0.99,10.06,3.33,Low,Alto,41.58,41.58,False,False
24,Male,0.28,9.99,6.82,82.13,2.91,4.02,3.74,Medium,Bajo,100.0,100.0,False,False
18,Male,7.8,4.45,8.44,61.56,1.49,13.77,5.97,Low,Alto,32.93,32.93,False,False
18,Male,5.19,3.23,6.57,90.75,0.44,9.17,3.98,Low,Medio,54.59,54.59,False,False
22,Male,3.46,6.61,5.12,98.22,4.13,5.55,2.09,Medium,Medio,76.42,76.42,False,False
22,Male,5.02,8.22,4.65,72.28,0.33,10.84,5.82,High,Medio,76.43,76.43105093353347,False,True
21,Female,0.98,1.63,8.34,70.33,3.16,4.67,3.69,Medium,Bajo,58.81,58.81,False,False
18,Male,4.11,6.57,4.28,77.92,4.94,5.21,1.1,Medium,Medio,67.14,67.14,False,False
22,Female,7.88,1.32,4.59,84.8,0.44,11.75,3.87,Low,Alto,13.6,13.6,False,False
20,Female,1.88,5.74,4.32,67.56,1.1,3.23,1.35,Medium,Bajo,67.19,67.19,False,False
22,Male,5.78,3.31,6.12,92.13,3.8,9.42,3.64,Low,Alto,39.68,39.68,False,False
17,Male,3.48,3.76,6.66,67.94,0.48,8.61,5.13,Medium,Medio,52.38,52.38,False,False
21,Female,5.22,5.2,4.1,60.22,4.16,8.91,3.69,Low,Medio,46.99,46.99,False,False
23,Male,1.64,9.34,6.58,80.97,0.0,4.51,2.87,Medium,Bajo,100.0,100.0,False,False
16,Male,3.76,7.4,5.97,64.61,4.45,9.17,5.41,High,Medio,79.09,79.08722899270076,False,True
19,Male,7.17,8.63,7.2,87.93,0.33,13.48,6.31,Low,Alto,79.9,79.89571504515644,False,True
16,Female,1.56,6.94,8.15,66.7,4.61,4.3,2.74,Medium,Bajo,100.0,100.0,False,False
16,Female,5.09,1.06,7.42,92.7,4.32,8.58,3.49,Low,Medio,38.22,38.22,False,False
23,Other,4.6,3.39,6.37,78.81,2.7,10.51,5.91,Medium,Medio,58.05,58.05,False,False
22,Female,4.52,9.15,5.08,82.65,3.89,6.41,1.89,High,Medio,80.66,80.66,False,False
16,Male,4.92,6.79,8.24,67.46,0.37,7.41,2.49,Medium,Medio,69.64,69.64,False,False
17,Male,4.02,9.83,5.71,65.87,0.68,7.16,3.14,High,Medio,89.46,89.46,False,False
19,Male,0.14,2.4,5.78,85.25,1.85,1.64,1.5,Medium,Bajo,62.79,62.79,False,False
16,Male,7.2,3.67,8.58,70.22,2.69,9.56,2.36,Low,Alto,45.82,45.82,False,False
18,Male,6.62,4.26,8.88,75.44,4.34,10.34,3.72,Low,Alto,48.56,48.56,False,False
23,Male,1.39,3.94,8.49,79.18,2.71,3.53,2.14,Medium,Bajo,80.82,80.82,False,False
23,Male,3.31,3.27,8.99,69.19,3.33,7.74,4.43,Medium,Medio,62.01,62.01,False,False
23,Male,6.16,4.99,8.34,91.82,3.4,8.9,2.74,Low,Alto,66.48,66.48,False,False
21,Male,7.84,6.78,7.52,97.58,4.39,9.29,1.45,Low,Alto,66.59,66.59311046102755,False,True
21,Other,7.61,3.8,5.47,77.28,3.88,12.43,4.82,Low,Alto,22.19,22.19,False,False
20,Female,7.19,1.72,8.76,96.7,4.89,11.03,3.84,Low,Alto,28.63,28.63,False,False
24,Other,1.27,7.38,8.38,95.31,0.1,6.39,5.12,Medium,Bajo,100.0,100.0,False,False
19,Male,7.32,5.13,5.2,66.64,1.04,10.12,2.8,Low,Alto,27.27,27.27,False,False
22,Male,7.03,6.01,6.45,66.94,4.65,8.13,1.1,Low,Alto,35.82,35.82,False,False
16,Male,3.02,5.1,4.35,79.1,3.96,4.25,1.23,Medium,Medio,66.68,66.68,False,False
24,Male,3.16,9.01,8.77,81.03,1.34,8.14,4.98,Medium,Medio,96.05,96.05,False,False
22,Male,3.68,6.03,6.86,73.65,4.87,6.73,3.05,Medium,Medio,62.66,62.66,False,False
24,Female,5.25,9.31,5.23,72.52,4.35,11.13,5.88,High,Medio,84.84,84.84262996950025,False,True
22,Other,2.09,5.6,5.46,77.25,0.32,7.24,5.15,Medium,Bajo,71.07,71.07,False,False
17,Male,0.18,3.63,8.9,87.62,4.06,1.26,1.08,Medium,Bajo,79.15,79.15,False,False
21,Male,1.13,4.2,7.08,63.38,3.92,6.48,5.35,Medium,Bajo,76.23,76.23,False,False
19,Male,3.52,5.7,6.1,88.42,1.11,5.58,2.06,Medium,Medio,70.43,70.43,False,False
18,Male,2.26,5.77,6.5,97.05,3.35,5.69,3.43,Medium,Bajo,93.94,93.94,False,False
17,Male,6.12,7.19,4.49,90.54,4.85,9.65,3.53,High,Alto,68.65,68.64887226540696,False,True
21,Male,0.85,3.02,4.38,67.67,3.38,2.15,1.3,Medium,Bajo,48.01,48.01,False,False
23,Male,7.34,6.93,6.96,63.5,4.07,8.97,1.63,Low,Alto,50.2,50.2,False,False
21,Male,7.16,8.01,6.56,79.62,0.5,10.28,3.12,Low,Alto,72.09,72.08683607669445,False,True
24,Male,7.27,7.09,5.8,98.26,3.64,11.48,4.21,High,Alto,63.03,63.03093870337153,False,True
20,Male,5.92,5.34,6.83,92.76,1.02,8.24,2.32,Low,Alto,58.15,58.14627933001041,False,True
17,Male,0.86,9.93,4.36,82.51,0.36,4.49,3.63,High,Bajo,100.0,100.0,False,False
23,Other,3.51,4.64,8.72,65.72,2.76,6.41,2.9,Medium,Medio,62.97,62.97,False,False
24,Male,1.05,1.96,5.47,88.55,3.75,5.2,4.15,Medium,Bajo,67.47,67.47,False,False
19,Female,7.9,8.39,4.36,92.52,2.73,11.02,3.12,High,Alto,66.47,66.46529462074956,False,True
21,Female,2.66,2.91,4.85,97.4,4.66,7.92,5.26,Medium,Bajo,55.85,55.85,False,False
23,Female,4.68,7.42,4.48,84.48,3.48,10.6,5.92,High,Medio,71.93,71.93,False,False
24,Female,6.24,2.61,4.89,80.58,0.59,11.81,5.57,Low,Alto,33.05,33.05,False,False
20,Female,7.36,1.15,6.08,84.77,4.67,9.2,1.84,Low,Alto,11.36,11.36,False,False
21,Female,6.04,2.44,7.69,97.73,0.76,9.33,3.29,Low,Alto,52.39,52.39,False,False
19,Male,5.4,4.39,5.36,85.13,3.79,8.69,3.29,Low,Medio,49.87,49.87,False,False
20,Male,3.73,1.96,6.18,70.3,0.74,8.93,5.2,Medium,Medio,32.34,32.34,False,False
22,Other,4.84,2.78,8.64,85.45,4.99,7.63,2.79,Medium,Medio,63.82,63.823121348887724,False,True
24,Female,0.75,7.88,5.48,95.19,1.66,4.5,3.75,High,Bajo,93.66,93.66,False,False
21,Other,7.07,7.93,7.97,82.68,2.48,11.12,4.05,Low,Alto,79.91,79.90735251518721,False,True
21,Female,4.35,8.36,4.79,80.11,2.33,5.91,1.56,High,Medio,72.01,72.01,False,False
23,Female,0.32,8.57,4.89,89.33,0.51,4.11,3.79,High,Bajo,94.25,94.25,False,False
19,Female,7.36,4.78,6.28,86.44,2.47,9.59,2.23,Low,Alto,34.62,34.62,False,False
18,Female,3.91,8.81,5.17,62.27,0.75,5.94,2.03,High,Medio,77.88,77.88,False,False
22,Female,6.95,5.73,8.52,89.01,4.01,9.2,2.25,Low,Alto,61.12,61.12,False,False
20,Female,6.86,5.24,4.25,76.3,4.79,8.36,1.5,Low,Alto,35.38,35.38,False,False
17,Female,6.53,7.47,6.99,97.64,4.04,7.88,1.35,Low,Alto,77.81,77.81038545706102,False,True
17,Female,0.49,2.92,7.02,98.83,2.16,4.72,4.23,Medium,Bajo,75.05,75.05,False,False
21,Female,1.98,8.11,4.33,77.95,0.01,7.68,5.7,High,Bajo,94.08,94.08,False,False
23,Male,7.0,4.87,7.66,98.75,0.18,11.44,4.44,Low,Alto,47.24,47.24,False,False
16,Male,7.19,2.15,6.34,72.43,2.48,9.75,2.56,Low,Alto,22.66,22.659463540382088,False,True
21,Female,3.66,2.07,7.62,87.31,3.4,6.34,2.68,Medium,Medio,49.09,49.09,False,False
17,Female,3.52,2.48,8.13,63.0,4.1,7.23,3.71,Medium,Medio,44.9,44.9,False,False
17,Male,1.4,9.02,5.61,65.8,3.0,6.73,5.33,High,Bajo,92.92,92.92,False,False
22,Male,7.4,9.47,6.13,94.58,4.89,9.76,2.36,Low,Alto,86.21,86.21178306295175,False,True
16,Female,1.71,4.21,5.3,95.75,2.47,5.05,3.34,Medium,Bajo,72.69,72.68846030658189,False,True
21,Female,1.53,3.63,5.01,81.3,3.0,5.02,3.49,Medium,Bajo,66.17,66.17,False,False
22,Female,5.29,2.97,4.0,73.59,1.15,10.95,5.66,Low,Medio,34.9,34.9,False,False
23,Female,1.94,8.41,8.82,78.04,1.7,5.62,3.68,Medium,Bajo,100.0,100.0,False,False
22,Male,7.51,2.88,6.2,94.78,3.42,12.41,4.9,Low,Alto,33.72,33.72,False,False
21,Male,0.09,9.32,4.07,68.44,3.01,1.53,1.44,High,Bajo,89.78,89.78,False,False
24,Male,0.05,7.01,4.04,71.79,1.85,2.68,2.63,High,Bajo,86.32,86.32475243554318,False,True
18,Female,4.04,9.07,5.44,91.42,0.56,8.1,4.06,High,Medio,85.42,85.42,False,False
21,Male,3.9,5.99,4.07,97.41,1.71,8.29,4.39,Medium,Medio,68.81,68.81,False,False
19,Female,1.31,7.22,5.87,63.72,0.22,6.74,5.43,High,Bajo,100.0,100.0,False,False
17,Female,3.96,6.58,4.31,92.15,2.9,7.91,3.95,Medium,Medio,68.57,68.57,False,False
16,Female,3.29,8.48,4.2,85.8,1.62,5.74,2.45,High,Medio,80.3,80.3,False,False
16,Female,7.12,8.52,7.35,69.23,1.9,10.82,3.7,Low,Alto,73.31,73.30991337202032,False,True
18,Male,0.07,6.31,8.53,90.23,2.88,4.63,4.56,Medium,Bajo,100.0,100.0,False,False
19,Female,7.81,6.69,6.05,89.12,2.91,12.73,4.92,Low,Alto,45.49,45.49,False,False
17,Male,5.0,9.3,8.18,65.68,2.94,10.72,5.72,Medium,Medio,82.77,82.77,False,False
16,Male,1.21,9.37,4.15,80.09,2.46,3.16,1.95,High,Bajo,98.14,98.14,False,False
19,Male,0.37,6.98,7.89,90.33,2.44,4.67,4.3,Medium,Bajo,100.0,100.0,False,False
22,Male,4.3,1.07,4.31,67.66,4.11,6.3,2.0,Medium,Medio,23.32,23.32,False,False
21,Female,1.88,1.94,8.19,78.51,2.34,4.47,2.59,Medium,Bajo,67.67,67.67,False,False
21,Female,2.41,8.72,8.41,64.83,2.68,4.12,1.71,Medium,Bajo,85.35,85.35,False,False
